મુખપૃષ્ઠ	Main Page
બહાદુરપુર 	Bahadurpur, Gujarat
સીસમ	Dalbergia sissoo
બાવળ	Gum arabic
પોરબંદર અભયારણ્ય	Porbandar Bird Sanctuary
મન્ના ડે	Manna Dey
કુલધારા, રાજસ્થાન	Kuldhara
પાલક 	Spinach
અળવી	Colocasia esculenta
બગડા 	Bagda
કેરેબિયન સાગર	Caribbean Sea
આંબાવડ નેસ 	Ambavad
ઉગલા 	Juna Ugla
કાણકિયા 	Kanakiya
અળશી	Flax
ગીર ગઢડા 	Gir Gadhada
જામવાળા 	Jamvala
ઝુડવડલી 	Jhudvadli
થોરડી 	Thordi
ધ્રાબાવડ 	Dhrabavad
મહોબતપરા 	Mahobatpara
રસુલપરા 	Rasulpara
વડલી 	Vadli
સણોસરી 	Sanosri
સોનારીયા 	Sonariya
અમોદરા 	Amodra
અંકોલાળી 	Ankolali
ઉંદરી 	Undari
કાનેરી 	Kaneri
કોદિયા 	Kodiya 
ખિલાવડ 	Khilavad
જરગલી 	Jaragli
ઝાંઝરીયા 	Jhanjhariya
દ્રોણ 	Dron
દેલવાડા 	Delvada
ધોકડવા 	Dhokadva
નાગડીયા 	Nagadiya
નવા ઉગલા 	Nava Ugla
નિતલી 	Nitli
પાંદેરી 	Panderi 
ફરેડા 	Fareda
ફટસર 	Fatsar
ફુલકા 	Fulka
બેડીયા 	Bediya
બાબરીયા 	Babariya 
ભાખા 	Bhakha
બોડિદર 	Bodidar
ભિયાળ 	Bhiyal
મિંઢા  	Mota Mindha
મોતિસર 	Motisar 
વડવિયાળા 	Vadviyala
વેળાકોટ 	Velakot
સોનપુરા 	Sonpura
બાલાગામ 	Balagam
પ્રાંસલી 	Pransli
ભદ્રેસર 	Bhadresar
બુદ્ધ અને તેમનો ધમ્મ	The Buddha and His Dhamma
વાઘુરા 	Waghura
ગુંદીયાળી 	Gundiyali
નાગલપર 	Nagalpur, Mandvi
તલવાણા 	Talvana
મોટી બેર 	Ber Moti
ભાનાડા 	Bhanada
સભ્યનામ નીતિ	Username policy
સહીઓ	Signatures
ગોલાય 	Golay, Kutch
ફૂલાય 	Fulay, Abdasa
ડુમરા 	Dumara, Gujarat
જખૌ 	Jakhau
કોઠારા 	Kothara, Kutch
પ્રબંધકોનું સૂચનપટ	Administrators' noticeboard
નલિયા 	Naliya
મોથારા 	Mothala, Gujarat
Message box	Message box
Category handler	Category handler
Yesno	Yesno
Message box/configuration	Message box/configuration
Unsubst	Unsubst
કચ્છ જિલ્લાના ગામ	Villages in Kutch district
સાંધાણ 	Sandhan
સુથરી 	Suthari
તેરા 	Tera, Kutch
વડસર 	Vadsar, Kutch
વિંઝાણ 	Vinjan
નાની અરલ 	Nani Aral
ધામાય 	Dhamay
દેશલપર 	Desalpar Gunthli
ફુલાય 	Fulay, Nakhatrana
નાના ધાવડા 	Dhavda Nana
ખીરસરા 	Khirasara
મોરગર 	Morgar
મંજલ 	Manjal
નેત્રા 	Netra, Gujarat
ગુજરાતના ધોરીમાર્ગોની યાદી	List of state highways in Gujarat
ભારતીય ધોરીમાર્ગો	Indian Highways Network
ભારતીય એક્સપ્રેસમાર્ગો	Expressways in India
રાષ્ટ્રીય ધોરીમાર્ગો 	National Highway 
ભારતીય રાષ્ટ્રીય રાજમાર્ગ પ્રાધિકરણ	National Highways Authority of India
છેર નાની 	Nanichher
છેર મોટી 	Chher
ભારતીય રાષ્ટ્રીય ધોરીમાર્ગો	Indian National Highways
રાષ્ટ્રીય ધોરીમાર્ગ 6 	National Highway 6 
રાજ્ય ધોરીમાર્ગ 	State highways in India
Collapse bottom	Collapse bottom
Infobox road	Infobox road
Infobox road/length	Infobox road/length
Infobox road/locations	Infobox road/locations
Infobox road/map	Infobox road/map
માહિતીચોકઠું માર્ગ	Infobox road
Infobox road/abbrev	Infobox road/abbrev
Infobox road/meta/mask/country	Infobox road/meta/mask/country
Jct/city	Jct/city
Infobox road/abbrev/defs	Infobox road/abbrev/defs
Infobox road/color	Infobox road/color
Infobox road/abbrev/USA	Infobox road/abbrev/USA
રાષ્ટ્રીય ધોરીમાર્ગ 1 	National Highway 1 
રાષ્ટ્રીય ધોરીમાર્ગ 1B 	National Highway 1B 
હરમડીયા 	Harmadiya
ધ્રંગ 	Dhrang
ગુહર મોટી 	Guhar Moti
ઝારા 	Jara, Kutch
કનોજ 	Kanoj
માતાનો મઢ 	Mata no Madh
કોટેશ્વર 	Koteshwar, Kutch
નારાયણ સરોવર 	Narayan Sarovar
પાનધ્રો 	Panadhro
પીપર 	Pipar
રાષ્ટ્રીય ધોરીમાર્ગ 1C 	National Highway 1C 
ભારાસર 	Bharasar
રાષ્ટ્રીય ધોરીમાર્ગ 1D 	National Highway 1D 
માર્ગ સ્ટબ	Road stubs
સીમા સડક સંગઠન	Border Roads Organisation
Non-free logo	Main Page
રાષ્ટ્રીય ધોરીમાર્ગ 2 	National Highway 2 
ધાણેટી 	Dhaneti
દીનારા 	Dinara, Kutch
ફૂલાય 	Fulay, Bhuj
હાજાપર 	Hajapar
જાંબુડી 	Jambudi
કેરા 	Kera, Kutch
ખાવડા 	Khavda
કોડકી 	Kodki
કોટાય 	Kotai
કુકમા 	Kukma
માધાપર 	Madhapar
મેધપર 	Meghpur, Bhuj
નાડાપા 	Nadapa
નાગોર 	Nagor
મોટા રેહા 	Reha
તિથિ	Days of the Hindu calendar
પડવો	Prathama 
બીજ	Dwitiya
ત્રીજ	Tritiya
ચોથ	Chaturthi
પાંચમ	Panchami
છઠ	Shashthi 
સાતમ	Saptami
આઠમ	Ashtami
નોમ	Navami
દશમ	Dashami
અગિયારશ	Ekadashi
બારસ	Dwadashi
તેરસ	Thrayodashi
ચૌદસ	Chaturdashi
પૂનમ	Purnima
અમાસ	Amavasya
ગુજરાતી ભાષા	Gujarati language
સામત્રા 	Samatra
વાંઢાય 	Vandhay
ચંદીયા 	Chandiya
ભુવડ 	Bhuvad
ચાંદ્રોડા 	Chandroda
દેવળીયા 	Devaria, Kachchh
ખંભરા 	Khambhra
ખેડોઈ 	Khedoi
કુંભારીયા 	Kumbharia
મેઘપર  	Meghpar, Anjar
મીંદીયાળા 	Mindiyana
નાગલપર મોટી 	Nagalpar, Anjar
પાંતિયા 	Pantiya
રતનાલ 	Ratnal
સંઘડ 	Sanghad
સીનુગ્રા 	Sinugra
તુણા 	Tuna Port
વીડી 	Vidi
વીરા 	Vira, Kutch
વિષે	About
લક્કુંડી 	Lakkundi
રક્તચંદન	Adenanthera pavonina
શિણાય 	Shinai, Kutch
મીઠી રોહર 	Mithi Rohar
ગળપાદર 	Galpadar
Citation/CS1/Suggestions	Citation/CS1/Suggestions
મોણીયા 	Moniya
સરસાઇ 	Sarsai
ચોબારી 	Chobari
કંથકોટ 	Kanthkot Fort
કટારીયા જુના 	Katariya, Kutch
લાકડીયા 	Lakadiya
સામખીયાળી 	Samakhiali
શીકારપુર 	Shikarpur, Gujarat
શિકરા 	Sikra
ભાંભણ 	Bhambhan
રાષ્ટ્રીય ધોરીમાર્ગ 2A 	National Highway 2A 
રાષ્ટ્રીય ધોરીમાર્ગ 3 	National Highway 3 
રાષ્ટ્રીય ધોરીમાર્ગ 4 	National Highway 4 
રાષ્ટ્રીય ધોરીમાર્ગ 4A 	National Highway 4A 
રાષ્ટ્રીય ધોરીમાર્ગ 4B 	National Highway 4B 
રાષ્ટ્રીય ધોરીમાર્ગ 5 	National Highway 16 
દાત્રાણા 	Datrana
પ્રારંભિક સંશોધન નહીં	No original research
એડ્લેબ્સ ઈમેજીકા થીમ પાર્ક	Adlabs Imagica
ચકાસણીયોગ્યતા	Verifiability
પારિજાત	Nyctanthes arbor-tristis
બગસરા-ઘેડ 	Bagasara-Ghed
વટાણા 	Pea
રાષ્ટ્રીય ધોરીમાર્ગ 5A 	National Highway 5A 
બાંટવા 	Bantva
ચોરવાડ	Chorvad
ભંડુરી	Bhanduri
Wikipedia how-to	Wikipedia how-to
દમણગંગા નદી	Daman Ganga River
ગામ	Village
રાઈ	Mustard plant
અર્ધધાતુ	Metalloid
ધાતુ	Metal
સંદેશાવ્યવહાર	Communication
આદિત્યાણા 	Aadityana
વિરામચિહ્નો	Punctuation
પૂર્ણ વિરામ	Full stop
અલ્પ વિરામ	Comma
પ્રશ્નચિહ્ન	Question mark
ઉદ્‌ગારચિહ્ન	Exclamation mark
અર્ધ વિરામ	Semicolon
મહાવિરામ	Colon 
વિગ્રહરેખા	Dash
અવતરણ ચિહ્ન	Quotation mark
કૌંસ	Bracket
લોપકચિહ્ન	Apostrophe
લચિત બોરફૂકન	Lachit Borphukan
મહારાજા ભગવતસિંહજી	Bhagvat Singh
NehalDaveND	NehalDaveND
કલાલી	Kalali, Vadodara
જાન	Baraat
અભંગ	Abhang
"નિયમોને અવગણો"નો અર્થ	What "Ignore all rules" means
તાપમાન	Temperature
લોકનૃત્ય	Folk dance
ચીલી	Chile
ગિરિજા દેવી	Girija Devi
એટિયોલેશન	Etiolation
જિમ્મી વેલ્સ	Jimmy Wales
રાજગીર	Rajgir
ગીતાંજલિ	Gitanjali
સુરેશ વાડકર	Suresh Wadkar
શંકર મહાદેવન	Shankar Mahadevan
ઉચ્ચતર માધ્યમિક શાળા	Higher Secondary School Certificate
હિબ્રુ યુનિવર્સિટી ઑફ જેરુસલેમ	Hebrew University of Jerusalem
ચિખલી, મહારાષ્ટ્ર	Chikhli, Maharashtra
Val	Val
Void	Void
Arguments	Arguments
Documentation	Documentation
Arguments	Arguments
Documentation/config	Documentation/config
Smallcaps	Smallcaps all
IPA for English	IPA/English
કૂકડો	Rooster
ત્રિશૂલ	Trishula
હીજડા	Hijra 
રત્નમણિરાવ જોટે	Ratnamanirao Jote
રાવલ નદી	Raval River
મછુન્દ્રી નદી	Machchundri River
પાટલીપુત્ર	Pataliputra
પાયાના પાંચ સિદ્ધાંત	Five pillars
બુકર ટી.વોશિંગ્ટન	Booker T. Washington
મેઘનાદ સહા	Meghnad Saha
સ્ત્રી	Woman
વિનોદ ભટ્ટ	Vinod Bhatt
પંગારો	Erythrina variegata
લીલા મજમુદાર	Leela Majumdar
બાઘ ગુફાઓ	Bagh Caves
હોર્નેડ ગુઆન	Horned guan
સિમ્બા 	Simba
ધનૌલ્ટી 	Dhanaulti
Convert messages	Convert messages
નીલકંઠ મહાદેવ, ઋષિકેશ	Neelkanth Mahadev Temple
વિકિપીડિયા શું નથી	What Wikipedia is not
કાવો 	Kahwah
આચાર્ય જગદીશચંદ્ર બોઝ ભારતીય વનસ્પતિ ઉદ્યાન	Acharya Jagadish Chandra Bose Indian Botanic Garden
The Herald	The Herald
ગરમાળો 	Cassia fistula
ત્રિયુગી નારાયણ 	Triyuginarayan Temple
કેદારનાથ	Kedarnath
સિંગાપુરી ચેરી	Muntingia
કેદારનાથ જ્યોતિર્લિંગ	Kedarnath Temple
મૃદુકાય સમુદાય	Mollusca
ઓઝોન સ્તર	Ozone layer
ઇજનેરી મહાવિદ્યાલય, પુણે	College of Engineering, Pune
રાષ્ટ્રીય મતદાતા દિવસ	National Voters' Day
Election Commission of India Logo.png	Main Page
ભારતીય સામાન્ય ચૂંટણી, ૨૦૧૪	2014 Indian general election
બળવંતરાય મહેતા	Balwantrai Mehta
હેમિસ રાષ્ટ્રીય ઉદ્યાન	Hemis National Park
વિશ્વ હિમોફિલિયા દિવસ	World Federation of Hemophilia
ઓરછા 	Orchha
સ્વાદુપિંડ	Pancreas
રૂપેરી પેણ	Spot-billed pelican
શ્યામમુખ વાઘોમડા	Masked booby
બદામી વાઘોમડા	Brown booby
જળ કાગડો	Great cormorant
શબરી	Shabari
કાળો જળ કાગડો	Indian cormorant
નાનો જળ કાગડો	Little cormorant
સર્પગ્રીવા	Oriental darter
ફણસ	Jackfruit
વિલિયમ નોર્મન બ્રાઉન	W. Norman Brown
અપભ્રંશ	Apabhraṃśa
મધિયો	Crested honey buzzard
માછીમાર	Osprey
કાળા માથાનો કશ્યો	Black-headed cuckooshrike
અવાક	Black-crowned night heron
દસાડી	Eurasian coot
વન લલેડુ	Jungle babbler
ચલ	Variable 
પર્યાવરણ સંરક્ષણ સ્થિતિ	Conservation status
કરકરો	Demoiselle crane
